sample_id	inv_id	status	kaks_file	n_genes_input	n_genes_found	n_genes_missing	sample_total_genes_in_kaks	sample_background_genes	bg_kaks_median	bg_kaks_p90	inv_kaks_median	inv_kaks_p90	kaks_shift_ratio_median	kaks_shift_ratio_p90	kaks_shift_delta_median	kaks_shift_delta_p90
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063531.1:39633859-39651751	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	1.04582	1.04582	2.6304676171683905	1.2495225369147516	0.6482405	0.20884429999999998
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063532.1:24233872-30466475	ok	Ambroisa_artemisiifolia.gene_kaks.csv	140	91.0	49.0	39507.0	35104.0	0.3975795	0.8369757	0.515168	0.950006	1.2957609735914453	1.1350460951255814	0.11758849999999998	0.11303030000000003
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063532.1:41554178-41554960	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.518523	0.518523	1.3041995374510003	0.6195197781727713	0.12094349999999998	-0.31845270000000003
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:15857072-15876072	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.20057	0.20057	0.5044777208080397	0.23963658682085992	-0.19700949999999998	-0.6364057
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:20085724-20395128	ok	Ambroisa_artemisiifolia.gene_kaks.csv	21	12.0	9.0	39507.0	35104.0	0.3975795	0.8369757	0.1533575	0.6519668000000001	0.38572788586936707	0.778955470272315	-0.24422199999999997	-0.18500889999999992
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:25871349-25933542	ok	Ambroisa_artemisiifolia.gene_kaks.csv	6	6.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.21638400000000002	0.4018335	0.5442534134682498	0.4801017520580347	-0.18119549999999995	-0.4351422
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:2770648-3296621	ok	Ambroisa_artemisiifolia.gene_kaks.csv	50	43.0	7.0	39507.0	35104.0	0.3975795	0.8369757	0.257177	0.7608878	0.6468567921635798	0.909091864913163	-0.14040249999999999	-0.07608789999999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:31378726-31947878	ok	Ambroisa_artemisiifolia.gene_kaks.csv	15	12.0	3.0	39507.0	35104.0	0.3975795	0.8369757	0.628138	1.1643394	1.5799054025672854	1.3911268869574112	0.2305585	0.32736370000000004
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:31996858-32551574	ok	Ambroisa_artemisiifolia.gene_kaks.csv	27	23.0	4.0	39507.0	35104.0	0.3975795	0.8369757	0.583824	0.8620576000000001	1.4684459334548186	1.029967297736362	0.18624450000000004	0.0250819000000001
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063533.1:43948430-43951034	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.581221	0.581221	1.4618988152055123	0.6944299577634093	0.1836415	-0.2557547
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063534.1:26886468-29261681	ok	Ambroisa_artemisiifolia.gene_kaks.csv	114	82.0	32.0	39507.0	35104.0	0.3975795	0.8369757	0.3821465	0.7746230000000002	0.9611826062460465	0.9255023771896844	-0.015432999999999975	-0.06235269999999982
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063534.1:40533300-40566428	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063534.1:5468629-5604389	ok	Ambroisa_artemisiifolia.gene_kaks.csv	8	4.0	4.0	39507.0	35104.0	0.3975795	0.8369757	0.406582	0.4535104	1.0226432700881207	0.541844165846153	0.009002500000000024	-0.3834653
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:2084835-2233761	ok	Ambroisa_artemisiifolia.gene_kaks.csv	13	11.0	2.0	39507.0	35104.0	0.3975795	0.8369757	0.172396	0.752834	0.4336139061495877	0.8994693633279915	-0.22518349999999998	-0.08414169999999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:21676399-22289986	ok	Ambroisa_artemisiifolia.gene_kaks.csv	36	25.0	11.0	39507.0	35104.0	0.3975795	0.8369757	0.365745	0.735854	0.9199292217028293	0.8791820359898143	-0.03183449999999999	-0.10112169999999998
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:23821656-25147733	ok	Ambroisa_artemisiifolia.gene_kaks.csv	80	57.0	23.0	39507.0	35104.0	0.3975795	0.8369757	0.460417	0.8044746	1.1580501509760943	0.961168406681341	0.06283750000000005	-0.03250109999999995
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:25176674-25244831	ok	Ambroisa_artemisiifolia.gene_kaks.csv	5	5.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.488598	0.6526294	1.228931572176131	0.7797471300540745	0.0910185	-0.18434629999999996
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:28938605-28939806	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.775896	0.775896	1.9515493127789538	0.927023329351139	0.37831650000000006	-0.06107969999999996
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:29608614-30385996	ok	Ambroisa_artemisiifolia.gene_kaks.csv	26	17.0	9.0	39507.0	35104.0	0.3975795	0.8369757	0.460268	1.121204	1.1576753831623614	1.3395896678959738	0.06268850000000004	0.2842283000000001
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:47842017-47842331	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.252525	0.252525	0.6351559876703905	0.3017112683199763	-0.14505449999999998	-0.5844507
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:47911108-52455235	ok	Ambroisa_artemisiifolia.gene_kaks.csv	156	106.0	50.0	39507.0	35104.0	0.3975795	0.8369757	0.45047550000000003	0.909171	1.1330450890953887	1.086257342955118	0.052896000000000054	0.07219529999999996
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:52802722-53174561	ok	Ambroisa_artemisiifolia.gene_kaks.csv	10	7.0	3.0	39507.0	35104.0	0.3975795	0.8369757	0.502105	0.7536258	1.2629046517740479	0.9004153884037494	0.10452550000000005	-0.08334989999999998
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063535.1:808860-809509	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063536.1:31678306-32556533	ok	Ambroisa_artemisiifolia.gene_kaks.csv	38	30.0	8.0	39507.0	35104.0	0.3975795	0.8369757	0.457534	0.9114638000000003	1.1507987710633973	1.088996729534681	0.05995450000000002	0.07448810000000028
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063536.1:38087346-38119715	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063536.1:61063833-67485288	ok	Ambroisa_artemisiifolia.gene_kaks.csv	500	425.0	75.0	39507.0	35104.0	0.3975795	0.8369757	0.31283	0.6696366000000005	0.7868363434231394	0.8000669553488835	-0.08474949999999998	-0.16733909999999952
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:13057457-14673303	ok	Ambroisa_artemisiifolia.gene_kaks.csv	86	65.0	21.0	39507.0	35104.0	0.3975795	0.8369757	0.406569	0.7515560000000002	1.0226105722251777	0.8979424372774505	0.008989500000000039	-0.08541969999999977
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:14891956-14953397	ok	Ambroisa_artemisiifolia.gene_kaks.csv	3	3.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.445731	0.4998022	1.1211116267312575	0.5971525816101949	0.048151500000000014	-0.3371735
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:14980428-22147585	ok	Ambroisa_artemisiifolia.gene_kaks.csv	474	354.0	120.0	39507.0	35104.0	0.3975795	0.8369757	0.34286099999999997	0.7318192	0.8623709220420067	0.8743613464524717	-0.0547185	-0.10515649999999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:24741238-24743468	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.423171	0.423171	1.064368258423787	0.5055953237352052	0.025591500000000045	-0.41380469999999997
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:5753691-12997681	ok	Ambroisa_artemisiifolia.gene_kaks.csv	621	506.0	115.0	39507.0	35104.0	0.3975795	0.8369757	0.344493	0.7834615	0.8664757614514833	0.9360624209281107	-0.05308649999999998	-0.053514199999999956
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:61692998-61755895	ok	Ambroisa_artemisiifolia.gene_kaks.csv	8	5.0	3.0	39507.0	35104.0	0.3975795	0.8369757	0.248546	0.2638546	0.6251479263895648	0.3152476230791408	-0.14903349999999999	-0.5731211
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063537.1:62007992-63129827	ok	Ambroisa_artemisiifolia.gene_kaks.csv	61	42.0	19.0	39507.0	35104.0	0.3975795	0.8369757	0.3312815	0.7336326999999999	0.8332459294304662	0.8765280760241904	-0.06629799999999997	-0.10334300000000007
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:18907428-18910064	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.486392	0.486392	1.2233829963567036	0.5811303721243042	0.08881250000000002	-0.3505837
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:21930301-22617623	ok	Ambroisa_artemisiifolia.gene_kaks.csv	23	20.0	3.0	39507.0	35104.0	0.3975795	0.8369757	0.4164585	0.7040264000000002	1.0474848426541108	0.8411551255311237	0.018879000000000035	-0.13294929999999983
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:22708931-22748366	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:25818116-25910698	ok	Ambroisa_artemisiifolia.gene_kaks.csv	5	3.0	2.0	39507.0	35104.0	0.3975795	0.8369757	0.0778814	0.31906348	0.19588887253995743	0.3812099682224944	-0.3196981	-0.5179122199999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:30598833-31347415	ok	Ambroisa_artemisiifolia.gene_kaks.csv	44	38.0	6.0	39507.0	35104.0	0.3975795	0.8369757	0.494452	1.031577100000001	1.243655671381447	1.2325054359403755	0.09687250000000003	0.19460140000000092
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:31459040-31467989	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.75841	0.75841	1.9075681719002113	0.9061314444373954	0.36083050000000005	-0.07856569999999996
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:39675191-39767441	ok	Ambroisa_artemisiifolia.gene_kaks.csv	7	5.0	2.0	39507.0	35104.0	0.3975795	0.8369757	0.62449	0.8152448	1.5707298791813964	0.9740364027294938	0.22691050000000001	-0.021730899999999997
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:40020943-40574875	ok	Ambroisa_artemisiifolia.gene_kaks.csv	44	39.0	5.0	39507.0	35104.0	0.3975795	0.8369757	0.383603	0.716489	0.9648460245057908	0.8560451635573172	-0.013976499999999947	-0.12048669999999995
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063538.1:43719482-54683437	ok	Ambroisa_artemisiifolia.gene_kaks.csv	677	510.0	167.0	39507.0	35104.0	0.3975795	0.8369757	0.390779	0.7515165000000001	0.982895244850401	0.8978952435536661	-0.006800499999999987	-0.08545919999999985
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063539.1:14157046-15012060	ok	Ambroisa_artemisiifolia.gene_kaks.csv	32	21.0	11.0	39507.0	35104.0	0.3975795	0.8369757	0.391526	0.799528	0.984774114359518	0.9552583187301615	-0.0060534999999999894	-0.03744769999999997
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063539.1:33249564-33272913	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063539.1:37380550-37678975	ok	Ambroisa_artemisiifolia.gene_kaks.csv	26	22.0	4.0	39507.0	35104.0	0.3975795	0.8369757	0.290305	0.5922165	0.7301810078235925	0.7075671372538056	-0.1072745	-0.24475919999999995
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:10638040-10704968	ok	Ambroisa_artemisiifolia.gene_kaks.csv	6	5.0	1.0	39507.0	35104.0	0.3975795	0.8369757	0.344061	0.6996772	0.8653891863136808	0.835958797848014	-0.05351849999999997	-0.1372985
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:17055415-19446442	ok	Ambroisa_artemisiifolia.gene_kaks.csv	127	92.0	35.0	39507.0	35104.0	0.3975795	0.8369757	0.411839	0.8017363000000005	1.0358657828182791	0.9578967465841607	0.014259500000000036	-0.03523939999999948
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:19501718-21251802	ok	Ambroisa_artemisiifolia.gene_kaks.csv	83	62.0	21.0	39507.0	35104.0	0.3975795	0.8369757	0.4907105	0.8491939999999999	1.2342449749043902	1.014598153805421	0.09313100000000002	0.012218299999999904
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:22657764-22659409	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.793302	0.793302	1.9953292360395845	0.9478196320394965	0.3957225	-0.04367370000000004
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:25223575-26683643	ok	Ambroisa_artemisiifolia.gene_kaks.csv	47	34.0	13.0	39507.0	35104.0	0.3975795	0.8369757	0.47554300000000005	0.7726538999999999	1.1960953721205447	0.9231497401895896	0.07796350000000007	-0.0643218000000001
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:29697720-31884279	ok	Ambroisa_artemisiifolia.gene_kaks.csv	51	34.0	17.0	39507.0	35104.0	0.3975795	0.8369757	0.4478015	0.9130737999999998	1.1263193902100084	1.0909203218205736	0.050222000000000044	0.07609809999999984
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:32518523-32523075	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:35050541-37195964	ok	Ambroisa_artemisiifolia.gene_kaks.csv	78	60.0	18.0	39507.0	35104.0	0.3975795	0.8369757	0.4789685	0.8994774000000002	1.2047112590060605	1.0746756447050974	0.08138900000000004	0.06250170000000022
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:39948677-41812502	ok	Ambroisa_artemisiifolia.gene_kaks.csv	89	62.0	27.0	39507.0	35104.0	0.3975795	0.8369757	0.3841345	0.9494536	0.9661828640561196	1.134386099859291	-0.013444999999999985	0.11247790000000002
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063540.1:42037916-42328042	ok	Ambroisa_artemisiifolia.gene_kaks.csv	15	11.0	4.0	39507.0	35104.0	0.3975795	0.8369757	0.507873	1.16727	1.277412442039894	1.3946283028288635	0.11029350000000004	0.33029430000000004
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063541.1:10703415-11098712	ok	Ambroisa_artemisiifolia.gene_kaks.csv	11	7.0	4.0	39507.0	35104.0	0.3975795	0.8369757	0.269379	0.45229060000000004	0.6775475093660513	0.5403867758645802	-0.1282005	-0.38468509999999995
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063541.1:27379343-28705414	ok	Ambroisa_artemisiifolia.gene_kaks.csv	36	25.0	11.0	39507.0	35104.0	0.3975795	0.8369757	0.572217	0.7746770000000002	1.4392517722870521	0.92556689519182	0.1746375	-0.06229869999999982
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063542.1:33238157-39282640	ok	Ambroisa_artemisiifolia.gene_kaks.csv	212	149.0	63.0	39507.0	35104.0	0.3975795	0.8369757	0.462819	0.9276744000000003	1.1640917099598949	1.1083647948202084	0.0652395	0.09069870000000035
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063542.1:39467951-55487305	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1063	801.0	262.0	39507.0	35104.0	0.3975795	0.8369757	0.359892	0.794542	0.9052076377177395	0.9493011565329794	-0.037687499999999985	-0.04243370000000002
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063543.1:14316693-14462540	ok	Ambroisa_artemisiifolia.gene_kaks.csv	5	2.0	3.0	39507.0	35104.0	0.3975795	0.8369757	0.3918895	0.4174043	0.9856883969118126	0.49870539849603757	-0.005689999999999973	-0.4195714
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063543.1:21882374-22170818	ok	Ambroisa_artemisiifolia.gene_kaks.csv	9	6.0	3.0	39507.0	35104.0	0.3975795	0.8369757	0.3882165	0.5411535000000001	0.976449993020264	0.6465581975677431	-0.009362999999999955	-0.2958221999999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063543.1:22348590-22549886	ok	Ambroisa_artemisiifolia.gene_kaks.csv	2	1.0	1.0	39507.0	35104.0	0.3975795	0.8369757	0.668816	0.668816	1.68221953093658	0.799086520671986	0.2712365	-0.16815970000000002
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063543.1:28080259-28622208	ok	Ambroisa_artemisiifolia.gene_kaks.csv	19	15.0	4.0	39507.0	35104.0	0.3975795	0.8369757	0.569553	0.8408657999999999	1.4325512256039359	1.0046478051871757	0.1719735	0.0038900999999998964
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063543.1:35922885-36756846	ok	Ambroisa_artemisiifolia.gene_kaks.csv	37	27.0	10.0	39507.0	35104.0	0.3975795	0.8369757	0.479426	0.8145098000000005	1.2058619722596362	0.9731582410337606	0.08184650000000004	-0.022465899999999484
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063543.1:51387398-51387777	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.31569	0.31569	0.794029873270629	0.37717940915130516	-0.08188949999999995	-0.5212857
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:14786357-14928882	ok	Ambroisa_artemisiifolia.gene_kaks.csv	6	4.0	2.0	39507.0	35104.0	0.3975795	0.8369757	0.5975455000000001	1.0221717	1.5029585277912973	1.2212680726573064	0.1999660000000001	0.18519599999999992
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:17627394-17690842	no_genes_found_in_kaks	Ambroisa_artemisiifolia.gene_kaks.csv	1	0.0	1.0	39507.0	35104.0	0.3975795	0.8369757						
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:22496513-22709169	ok	Ambroisa_artemisiifolia.gene_kaks.csv	14	9.0	5.0	39507.0	35104.0	0.3975795	0.8369757	0.454393	0.9976216000000001	1.1428984643322908	1.191936157764198	0.05681350000000002	0.16064590000000012
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:24154563-24155890	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.668409	0.668409	1.6811958363044375	0.7986002461003349	0.27082950000000006	-0.16856669999999996
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:27141013-27147889	ok	Ambroisa_artemisiifolia.gene_kaks.csv	2	2.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.37556095	0.60615619	0.9446184976841111	0.7242219696461917	-0.02201854999999997	-0.23081951
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:31397894-31400806	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.407682	0.407682	1.0254100123371552	0.4870894101226595	0.010102500000000014	-0.4292937
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:32004113-32004404	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.810524	0.810524	2.038646358778559	0.9683960956094664	0.41294450000000005	-0.026451699999999967
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063544.1:595997-614072	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.718582	0.718582	1.8073919807233525	0.8585458335289783	0.3210025000000001	-0.11839369999999994
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063545.1:38944368-39151855	ok	Ambroisa_artemisiifolia.gene_kaks.csv	16	10.0	6.0	39507.0	35104.0	0.3975795	0.8369757	0.53581	0.7169683	1.3476801495046904	0.856617820565161	0.13823050000000003	-0.12000739999999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063545.1:42528695-42548938	ok	Ambroisa_artemisiifolia.gene_kaks.csv	2	2.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.5050495	0.5311155	1.2703107177306678	0.6345650178374354	0.10747000000000007	-0.3058602
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063545.1:43261420-43363124	ok	Ambroisa_artemisiifolia.gene_kaks.csv	5	4.0	1.0	39507.0	35104.0	0.3975795	0.8369757	0.642714	0.8414657	1.6165672525872186	1.005364552399789	0.24513450000000003	0.004489999999999994
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063546.1:16451688-16510296	ok	Ambroisa_artemisiifolia.gene_kaks.csv	3	3.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.493902	1.3076124	1.2422723002569298	1.562306289179005	0.09632250000000003	0.4706367
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063546.1:33720341-33785198	ok	Ambroisa_artemisiifolia.gene_kaks.csv	4	3.0	1.0	39507.0	35104.0	0.3975795	0.8369757	0.500304	0.9008208	1.2583747401463103	1.0762807092248914	0.1027245	0.06384509999999999
Ambroisa_artemisiifolia	Ambroisa_artemisiifolia_CM063546.1:40408324-40408710	ok	Ambroisa_artemisiifolia.gene_kaks.csv	1	1.0	0.0	39507.0	35104.0	0.3975795	0.8369757	0.672475	0.672475	1.6914227217449593	0.803458212705578	0.27489550000000007	-0.16450069999999994
